document_id,timestamp,file_size,complexity_score,consistency_score,classification,vocabulary_usage,sentence_structure,text_organization,avg_word_length,vocabulary_richness,type_token_ratio,avg_sentence_length,sentence_complexity,syntactic_diversity,avg_paragraph_length,text_density,structure_consistency,flesch_reading_ease,gunning_fog,flesch_kincaid_grade
Test 2.pdf,2024-12-07T23:06:39.265197,60274,25.37,0,Complex and Variable,Moderate,Complex,Loosely Structured,4.919060052219321,0.4308093994778068,0.4308093994778068,383.0,59.0,0.1566579634464752,2266.0,0.8314210061782877,0,-317.0932898172323,159.67519582245433,152.63535248041777
